type,mean_1,stddev_1,mean_2,stddev_2,results,time,age,gender,smoker,background,date,condition,experiment,ID
Experiment,-0.3,0.3,-0.3,0.1,3,4.113,26,gender_male,smoker_no,Computer Science Engineer,2018Jan16,T2,,120
Experiment,0.0,0.04,0.0,0.1,4,6.632,26,gender_male,smoker_no,Computer Science Engineer,2018Jan16,T2,,120
Experiment,0.0,0.3,0.0,0.1,3,3.982,26,gender_male,smoker_no,Computer Science Engineer,2018Jan16,T2,,120
Experiment,0.0,0.04,0.0,0.1,4,4.699,26,gender_male,smoker_no,Computer Science Engineer,2018Jan16,T2,,120
Experiment,0.1,0.04,0.1,0.1,4,4.128,26,gender_male,smoker_no,Computer Science Engineer,2018Jan16,T2,,120
Diversion,0.3,0.1,0.3,0.3,5,2.752,26,gender_male,smoker_no,Computer Science Engineer,2018Jan16,T2,,120
Experiment,0.4,0.3,0.4,0.1,2,4.295,26,gender_male,smoker_no,Computer Science Engineer,2018Jan16,T2,,120
Experiment,-0.1,0.3,-0.1,0.1,3,2.874,26,gender_male,smoker_no,Computer Science Engineer,2018Jan16,T2,,120
Experiment,-0.1,0.04,-0.1,0.1,3,3.314,26,gender_male,smoker_no,Computer Science Engineer,2018Jan16,T2,,120
Control,0.3,0.1,-0.1,0.1,4,3.112,26,gender_male,smoker_no,Computer Science Engineer,2018Jan16,T2,,120
Experiment,-0.3,0.04,-0.3,0.1,3,2.684,26,gender_male,smoker_no,Computer Science Engineer,2018Jan16,T2,,120
Experiment,-0.2,0.3,-0.2,0.1,4,3.701,26,gender_male,smoker_no,Computer Science Engineer,2018Jan16,T2,,120
Diversion,0.3,0.1,0.3,0.3,5,2.25,26,gender_male,smoker_no,Computer Science Engineer,2018Jan16,T2,,120
Experiment,-0.4,0.04,-0.4,0.1,3,3.455,26,gender_male,smoker_no,Computer Science Engineer,2018Jan16,T2,,120
Experiment,0.3,0.3,0.3,0.1,3,2.856,26,gender_male,smoker_no,Computer Science Engineer,2018Jan16,T2,,120
Experiment,0.4,0.04,0.4,0.1,4,3.525,26,gender_male,smoker_no,Computer Science Engineer,2018Jan16,T2,,120
Experiment,0.3,0.04,0.3,0.1,4,3.576,26,gender_male,smoker_no,Computer Science Engineer,2018Jan16,T2,,120
Experiment,0.2,0.04,0.2,0.1,4,3.529,26,gender_male,smoker_no,Computer Science Engineer,2018Jan16,T2,,120
Experiment,0.1,0.3,0.1,0.1,3,4.103,26,gender_male,smoker_no,Computer Science Engineer,2018Jan16,T2,,120
Experiment,-0.4,0.3,-0.4,0.1,3,2.645,26,gender_male,smoker_no,Computer Science Engineer,2018Jan16,T2,,120
Diversion,0.3,0.1,0.3,0.3,5,2.559,26,gender_male,smoker_no,Computer Science Engineer,2018Jan16,T2,,120
Experiment,-0.2,0.04,-0.2,0.1,3,2.431,26,gender_male,smoker_no,Computer Science Engineer,2018Jan16,T2,,120
Control,0.3,0.1,-0.1,0.1,3,5.234,26,gender_male,smoker_no,Computer Science Engineer,2018Jan16,T2,,120
Control,0.3,0.1,-0.1,0.1,4,4.337,26,gender_male,smoker_no,Computer Science Engineer,2018Jan16,T2,,120
Experiment,0.0,0.3,0.0,0.1,3,3.608,26,gender_male,smoker_no,Computer Science Engineer,2018Jan16,T2,,120
Experiment,0.2,0.3,0.2,0.1,2,3.158,26,gender_male,smoker_no,Computer Science Engineer,2018Jan16,T2,,120
Experiment,0.0,0.04,0.0,0.1,3,6.846,26,gender_male,smoker_no,Chemical Engineering,2018Jan16,T2,,121
Diversion,0.4,0.1,0.4,0.3,5,7.989,26,gender_male,smoker_no,Chemical Engineering,2018Jan16,T2,,121
Experiment,0.0,0.3,0.0,0.1,2,11.348,26,gender_male,smoker_no,Chemical Engineering,2018Jan16,T2,,121
Experiment,-0.1,0.3,-0.1,0.1,3,9.458,26,gender_male,smoker_no,Chemical Engineering,2018Jan16,T2,,121
Control,0.4,0.1,0.4,0.1,3,8.441,26,gender_male,smoker_no,Chemical Engineering,2018Jan16,T2,,121
Experiment,-0.3,0.3,-0.3,0.1,2,9.112,26,gender_male,smoker_no,Chemical Engineering,2018Jan16,T2,,121
Experiment,-0.4,0.3,-0.4,0.1,3,10.578,26,gender_male,smoker_no,Chemical Engineering,2018Jan16,T2,,121
Experiment,-0.4,0.04,-0.4,0.1,2,8.407,26,gender_male,smoker_no,Chemical Engineering,2018Jan16,T2,,121
Experiment,0.1,0.3,0.1,0.1,3,9.088,26,gender_male,smoker_no,Chemical Engineering,2018Jan16,T2,,121
Diversion,0.4,0.1,0.4,0.3,5,10.88,26,gender_male,smoker_no,Chemical Engineering,2018Jan16,T2,,121
Experiment,0.4,0.3,0.4,0.1,2,9.107,26,gender_male,smoker_no,Chemical Engineering,2018Jan16,T2,,121
Experiment,-0.3,0.04,-0.3,0.1,2,9.37,26,gender_male,smoker_no,Chemical Engineering,2018Jan16,T2,,121
Experiment,0.3,0.04,0.3,0.1,3,9.726,26,gender_male,smoker_no,Chemical Engineering,2018Jan16,T2,,121
Control,0.4,0.1,0.4,0.1,2,8.056,26,gender_male,smoker_no,Chemical Engineering,2018Jan16,T2,,121
Control,0.4,0.1,0.4,0.1,3,9.718,26,gender_male,smoker_no,Chemical Engineering,2018Jan16,T2,,121
Experiment,-0.1,0.04,-0.1,0.1,2,9.11,26,gender_male,smoker_no,Chemical Engineering,2018Jan16,T2,,121
Experiment,0.0,0.04,0.0,0.1,2,15.597,26,gender_male,smoker_no,Chemical Engineering,2018Jan16,T2,,121
Control,0.4,0.1,0.4,0.1,3,10.867,26,gender_male,smoker_no,Chemical Engineering,2018Jan16,T2,,121
Experiment,0.3,0.3,0.3,0.1,3,10.454,26,gender_male,smoker_no,Chemical Engineering,2018Jan16,T2,,121
Experiment,0.2,0.04,0.2,0.1,0,0.0,26,gender_male,smoker_no,Chemical Engineering,2018Jan16,T2,,121
Control,0.4,0.1,0.4,0.1,4,7.237,26,gender_male,smoker_no,Chemical Engineering,2018Jan16,T2,,121
Diversion,0.4,0.1,0.4,0.3,5,8.731,26,gender_male,smoker_no,Chemical Engineering,2018Jan16,T2,,121
Experiment,0.4,0.04,0.4,0.1,3,10.654,26,gender_male,smoker_no,Chemical Engineering,2018Jan16,T2,,121
Experiment,0.0,0.3,0.0,0.1,3,9.109,26,gender_male,smoker_no,Chemical Engineering,2018Jan16,T2,,121
Experiment,-0.2,0.3,-0.2,0.1,2,7.737,26,gender_male,smoker_no,Chemical Engineering,2018Jan16,T2,,121
Experiment,-0.2,0.04,-0.2,0.1,2,10.448,26,gender_male,smoker_no,Chemical Engineering,2018Jan16,T2,,121
Experiment,0.1,0.04,0.1,0.1,3,7.611,26,gender_male,smoker_no,Chemical Engineering,2018Jan16,T2,,121
Experiment,0.2,0.3,0.2,0.1,2,7.64,26,gender_male,smoker_no,Chemical Engineering,2018Jan16,T2,,121
Experiment,-0.1,0.3,-0.1,0.1,2,13.685,24,gender_female,smoker_no,Masters in International Business,2018Jan16,T2,,122
Experiment,0.0,0.3,0.0,0.1,1,11.488,24,gender_female,smoker_no,Masters in International Business,2018Jan16,T2,,122
Diversion,-0.2,0.1,-0.2,0.3,5,4.518,24,gender_female,smoker_no,Masters in International Business,2018Jan16,T2,,122
Experiment,-0.3,0.04,-0.3,0.1,2,9.468,24,gender_female,smoker_no,Masters in International Business,2018Jan16,T2,,122
Experiment,-0.2,0.3,-0.2,0.1,2,9.48,24,gender_female,smoker_no,Masters in International Business,2018Jan16,T2,,122
Control,-0.2,0.1,0.1,0.1,3,12.289,24,gender_female,smoker_no,Masters in International Business,2018Jan16,T2,,122
Experiment,-0.3,0.3,-0.3,0.1,2,10.231,24,gender_female,smoker_no,Masters in International Business,2018Jan16,T2,,122
Experiment,0.3,0.04,0.3,0.1,5,6.25,24,gender_female,smoker_no,Masters in International Business,2018Jan16,T2,,122
Control,-0.2,0.1,0.1,0.1,3,13.097,24,gender_female,smoker_no,Masters in International Business,2018Jan16,T2,,122
Experiment,0.0,0.3,0.0,0.1,3,4.664,24,gender_female,smoker_no,Masters in International Business,2018Jan16,T2,,122
Experiment,0.4,0.3,0.4,0.1,4,8.668,24,gender_female,smoker_no,Masters in International Business,2018Jan16,T2,,122
Experiment,0.0,0.04,0.0,0.1,5,4.589,24,gender_female,smoker_no,Masters in International Business,2018Jan16,T2,,122
Control,-0.2,0.1,0.1,0.1,5,7.162,24,gender_female,smoker_no,Masters in International Business,2018Jan16,T2,,122
Diversion,-0.2,0.1,-0.2,0.3,5,4.975,24,gender_female,smoker_no,Masters in International Business,2018Jan16,T2,,122
Experiment,0.1,0.04,0.1,0.1,5,6.082,24,gender_female,smoker_no,Masters in International Business,2018Jan16,T2,,122
Experiment,0.2,0.04,0.2,0.1,5,8.018,24,gender_female,smoker_no,Masters in International Business,2018Jan16,T2,,122
Control,-0.2,0.1,0.1,0.1,4,10.107,24,gender_female,smoker_no,Masters in International Business,2018Jan16,T2,,122
Experiment,-0.1,0.04,-0.1,0.1,4,5.831,24,gender_female,smoker_no,Masters in International Business,2018Jan16,T2,,122
Diversion,-0.2,0.1,-0.2,0.3,5,5.341,24,gender_female,smoker_no,Masters in International Business,2018Jan16,T2,,122
Experiment,0.4,0.04,0.4,0.1,4,8.783,24,gender_female,smoker_no,Masters in International Business,2018Jan16,T2,,122
Experiment,-0.4,0.04,-0.4,0.1,4,8.281,24,gender_female,smoker_no,Masters in International Business,2018Jan16,T2,,122
Experiment,-0.4,0.3,-0.4,0.1,1,7.189,24,gender_female,smoker_no,Masters in International Business,2018Jan16,T2,,122
Control,-0.2,0.1,0.1,0.1,5,9.19,24,gender_female,smoker_no,Masters in International Business,2018Jan16,T2,,122
Experiment,-0.2,0.04,-0.2,0.1,5,9.079,24,gender_female,smoker_no,Masters in International Business,2018Jan16,T2,,122
Experiment,0.2,0.3,0.2,0.1,3,7.338,24,gender_female,smoker_no,Masters in International Business,2018Jan16,T2,,122
Experiment,0.3,0.3,0.3,0.1,3,8.437,24,gender_female,smoker_no,Masters in International Business,2018Jan16,T2,,122
Experiment,0.1,0.3,0.1,0.1,3,5.32,24,gender_female,smoker_no,Masters in International Business,2018Jan16,T2,,122
Experiment,0.0,0.04,0.0,0.1,5,4.394,24,gender_female,smoker_no,Masters in International Business,2018Jan16,T2,,122
Experiment,0.0,0.04,0.0,0.1,4,6.53,20,gender_female,smoker_no,Undergraduate,2018Jan16,T2,,123
Control,0.0,0.1,0.1,0.1,5,6.99,20,gender_female,smoker_no,Undergraduate,2018Jan16,T2,,123
Experiment,0.4,0.3,0.4,0.1,3,6.522,20,gender_female,smoker_no,Undergraduate,2018Jan16,T2,,123
Experiment,0.0,0.3,0.0,0.1,3,4.403,20,gender_female,smoker_no,Undergraduate,2018Jan16,T2,,123
Experiment,-0.3,0.3,-0.3,0.1,3,10.629,20,gender_female,smoker_no,Undergraduate,2018Jan16,T2,,123
Experiment,-0.4,0.3,-0.4,0.1,3,6.881,20,gender_female,smoker_no,Undergraduate,2018Jan16,T2,,123
Experiment,-0.2,0.3,-0.2,0.1,3,5.218,20,gender_female,smoker_no,Undergraduate,2018Jan16,T2,,123
Experiment,0.1,0.04,0.1,0.1,3,6.531,20,gender_female,smoker_no,Undergraduate,2018Jan16,T2,,123
Experiment,-0.1,0.04,-0.1,0.1,3,7.91,20,gender_female,smoker_no,Undergraduate,2018Jan16,T2,,123
Experiment,-0.2,0.04,-0.2,0.1,4,5.699,20,gender_female,smoker_no,Undergraduate,2018Jan16,T2,,123
Control,0.0,0.1,0.1,0.1,3,5.866,20,gender_female,smoker_no,Undergraduate,2018Jan16,T2,,123
Experiment,0.3,0.3,0.3,0.1,4,6.129,20,gender_female,smoker_no,Undergraduate,2018Jan16,T2,,123
Experiment,-0.3,0.04,-0.3,0.1,3,7.881,20,gender_female,smoker_no,Undergraduate,2018Jan16,T2,,123
Experiment,-0.4,0.04,-0.4,0.1,3,6.928,20,gender_female,smoker_no,Undergraduate,2018Jan16,T2,,123
Experiment,0.1,0.3,0.1,0.1,3,6.268,20,gender_female,smoker_no,Undergraduate,2018Jan16,T2,,123
Control,0.0,0.1,0.1,0.1,4,6.354,20,gender_female,smoker_no,Undergraduate,2018Jan16,T2,,123
Experiment,0.4,0.04,0.4,0.1,3,5.713,20,gender_female,smoker_no,Undergraduate,2018Jan16,T2,,123
Control,0.0,0.1,0.1,0.1,3,5.784,20,gender_female,smoker_no,Undergraduate,2018Jan16,T2,,123
Experiment,0.2,0.04,0.2,0.1,3,6.676,20,gender_female,smoker_no,Undergraduate,2018Jan16,T2,,123
Experiment,0.2,0.3,0.2,0.1,2,6.067,20,gender_female,smoker_no,Undergraduate,2018Jan16,T2,,123
Experiment,0.3,0.04,0.3,0.1,3,6.256,20,gender_female,smoker_no,Undergraduate,2018Jan16,T2,,123
Diversion,0.0,0.1,0.0,0.3,5,4.009,20,gender_female,smoker_no,Undergraduate,2018Jan16,T2,,123
Experiment,0.0,0.3,0.0,0.1,3,4.574,20,gender_female,smoker_no,Undergraduate,2018Jan16,T2,,123
Control,0.0,0.1,0.1,0.1,3,5.92,20,gender_female,smoker_no,Undergraduate,2018Jan16,T2,,123
Experiment,-0.1,0.3,-0.1,0.1,3,7.351,20,gender_female,smoker_no,Undergraduate,2018Jan16,T2,,123
Diversion,0.0,0.1,0.0,0.3,5,3.678,20,gender_female,smoker_no,Undergraduate,2018Jan16,T2,,123
Experiment,0.0,0.04,0.0,0.1,3,7.199,20,gender_female,smoker_no,Undergraduate,2018Jan16,T2,,123
Diversion,0.0,0.1,0.0,0.3,5,4.732,20,gender_female,smoker_no,Undergraduate,2018Jan16,T2,,123
Experiment,0.4,0.3,0.4,0.1,3,3.795,25,gender_male,smoker_no,Degree,2018Jan16,T2,,124
Experiment,-0.4,0.3,-0.4,0.1,2,4.2,25,gender_male,smoker_no,Degree,2018Jan16,T2,,124
Diversion,-0.4,0.1,-0.4,0.3,4,4.678,25,gender_male,smoker_no,Degree,2018Jan16,T2,,124
Diversion,-0.4,0.1,-0.4,0.3,4,8.741,25,gender_male,smoker_no,Degree,2018Jan16,T2,,124
Control,-0.4,0.1,-0.1,0.1,2,8.785,25,gender_male,smoker_no,Degree,2018Jan16,T2,,124
Experiment,0.4,0.04,0.4,0.1,2,7.152,25,gender_male,smoker_no,Degree,2018Jan16,T2,,124
Experiment,-0.3,0.04,-0.3,0.1,2,13.166,25,gender_male,smoker_no,Degree,2018Jan16,T2,,124
Experiment,-0.4,0.04,-0.4,0.1,3,11.292,25,gender_male,smoker_no,Degree,2018Jan16,T2,,124
Experiment,-0.3,0.3,-0.3,0.1,3,6.801,25,gender_male,smoker_no,Degree,2018Jan16,T2,,124
Experiment,0.0,0.3,0.0,0.1,3,9.012,25,gender_male,smoker_no,Degree,2018Jan16,T2,,124
Control,-0.4,0.1,-0.1,0.1,2,8.403,25,gender_male,smoker_no,Degree,2018Jan16,T2,,124
Experiment,-0.1,0.3,-0.1,0.1,2,8.005,25,gender_male,smoker_no,Degree,2018Jan16,T2,,124
Experiment,0.3,0.04,0.3,0.1,2,5.318,25,gender_male,smoker_no,Degree,2018Jan16,T2,,124
Experiment,0.2,0.3,0.2,0.1,3,8.528,25,gender_male,smoker_no,Degree,2018Jan16,T2,,124
Experiment,0.2,0.04,0.2,0.1,2,4.663,25,gender_male,smoker_no,Degree,2018Jan16,T2,,124
Experiment,0.3,0.3,0.3,0.1,2,6.287,25,gender_male,smoker_no,Degree,2018Jan16,T2,,124
Experiment,-0.2,0.3,-0.2,0.1,2,4.908,25,gender_male,smoker_no,Degree,2018Jan16,T2,,124
Control,-0.4,0.1,-0.1,0.1,3,9.935,25,gender_male,smoker_no,Degree,2018Jan16,T2,,124
Experiment,-0.2,0.04,-0.2,0.1,2,9.876,25,gender_male,smoker_no,Degree,2018Jan16,T2,,124
Control,-0.4,0.1,-0.1,0.1,3,6.858,25,gender_male,smoker_no,Degree,2018Jan16,T2,,124
Experiment,0.0,0.04,0.0,0.1,3,6.866,25,gender_male,smoker_no,Degree,2018Jan16,T2,,124
Experiment,0.0,0.3,0.0,0.1,3,10.739,25,gender_male,smoker_no,Degree,2018Jan16,T2,,124
Control,-0.4,0.1,-0.1,0.1,2,4.804,25,gender_male,smoker_no,Degree,2018Jan16,T2,,124
Experiment,0.0,0.04,0.0,0.1,3,5.695,25,gender_male,smoker_no,Degree,2018Jan16,T2,,124
Diversion,-0.4,0.1,-0.4,0.3,4,5.033,25,gender_male,smoker_no,Degree,2018Jan16,T2,,124
Experiment,-0.1,0.04,-0.1,0.1,2,7.956,25,gender_male,smoker_no,Degree,2018Jan16,T2,,124
Experiment,0.1,0.3,0.1,0.1,3,9.849,25,gender_male,smoker_no,Degree,2018Jan16,T2,,124
Experiment,0.1,0.04,0.1,0.1,2,11.345,25,gender_male,smoker_no,Degree,2018Jan16,T2,,124
Diversion,-0.3,0.1,-0.3,0.3,5,6.222,20,gender_male,smoker_no,Finance,2018Jan16,T2,,125
Experiment,0.2,0.04,0.2,0.1,4,9.508,20,gender_male,smoker_no,Finance,2018Jan16,T2,,125
Control,-0.3,0.1,-0.3,0.1,4,14.226,20,gender_male,smoker_no,Finance,2018Jan16,T2,,125
Experiment,0.3,0.3,0.3,0.1,3,12.412,20,gender_male,smoker_no,Finance,2018Jan16,T2,,125
Experiment,0.1,0.3,0.1,0.1,3,10.725,20,gender_male,smoker_no,Finance,2018Jan16,T2,,125
Experiment,0.4,0.3,0.4,0.1,3,16.503,20,gender_male,smoker_no,Finance,2018Jan16,T2,,125
Control,-0.3,0.1,-0.3,0.1,3,13.644,20,gender_male,smoker_no,Finance,2018Jan16,T2,,125
Experiment,-0.3,0.3,-0.3,0.1,0,0.0,20,gender_male,smoker_no,Finance,2018Jan16,T2,,125
Experiment,-0.3,0.04,-0.3,0.1,2,8.002,20,gender_male,smoker_no,Finance,2018Jan16,T2,,125
Experiment,-0.4,0.04,-0.4,0.1,3,11.012,20,gender_male,smoker_no,Finance,2018Jan16,T2,,125
Experiment,0.4,0.04,0.4,0.1,2,11.666,20,gender_male,smoker_no,Finance,2018Jan16,T2,,125
Experiment,0.0,0.3,0.0,0.1,3,8.569,20,gender_male,smoker_no,Finance,2018Jan16,T2,,125
Experiment,-0.4,0.3,-0.4,0.1,4,8.376,20,gender_male,smoker_no,Finance,2018Jan16,T2,,125
Experiment,0.1,0.04,0.1,0.1,4,9.768,20,gender_male,smoker_no,Finance,2018Jan16,T2,,125
Experiment,0.3,0.04,0.3,0.1,4,8.094,20,gender_male,smoker_no,Finance,2018Jan16,T2,,125
Control,-0.3,0.1,-0.3,0.1,3,11.052,20,gender_male,smoker_no,Finance,2018Jan16,T2,,125
Experiment,-0.2,0.3,-0.2,0.1,3,12.986,20,gender_male,smoker_no,Finance,2018Jan16,T2,,125
Experiment,0.0,0.04,0.0,0.1,4,9.084,20,gender_male,smoker_no,Finance,2018Jan16,T2,,125
Experiment,0.2,0.3,0.2,0.1,3,9.128,20,gender_male,smoker_no,Finance,2018Jan16,T2,,125
Control,-0.3,0.1,-0.3,0.1,4,11.829,20,gender_male,smoker_no,Finance,2018Jan16,T2,,125
Experiment,0.0,0.04,0.0,0.1,4,7.066,20,gender_male,smoker_no,Finance,2018Jan16,T2,,125
Control,-0.3,0.1,-0.3,0.1,3,12.18,20,gender_male,smoker_no,Finance,2018Jan16,T2,,125
Experiment,-0.1,0.3,-0.1,0.1,4,9.732,20,gender_male,smoker_no,Finance,2018Jan16,T2,,125
Diversion,-0.3,0.1,-0.3,0.3,5,4.104,20,gender_male,smoker_no,Finance,2018Jan16,T2,,125
Diversion,-0.3,0.1,-0.3,0.3,5,4.58,20,gender_male,smoker_no,Finance,2018Jan16,T2,,125
Experiment,0.0,0.3,0.0,0.1,3,4.769,20,gender_male,smoker_no,Finance,2018Jan16,T2,,125
Experiment,-0.1,0.04,-0.1,0.1,4,5.663,20,gender_male,smoker_no,Finance,2018Jan16,T2,,125
Experiment,-0.2,0.04,-0.2,0.1,3,5.826,20,gender_male,smoker_no,Finance,2018Jan16,T2,,125
Control,0.4,0.1,-0.4,0.1,3,7.83,19,gender_female,smoker_no,Finance,2018Jan16,T2,,126
Experiment,-0.2,0.3,-0.2,0.1,3,9.317,19,gender_female,smoker_no,Finance,2018Jan16,T2,,126
Experiment,0.0,0.04,0.0,0.1,5,8.115,19,gender_female,smoker_no,Finance,2018Jan16,T2,,126
Experiment,0.3,0.04,0.3,0.1,4,7.311,19,gender_female,smoker_no,Finance,2018Jan16,T2,,126
Control,0.4,0.1,-0.4,0.1,3,6.547,19,gender_female,smoker_no,Finance,2018Jan16,T2,,126
Experiment,0.2,0.04,0.2,0.1,4,6.701,19,gender_female,smoker_no,Finance,2018Jan16,T2,,126
Experiment,-0.2,0.04,-0.2,0.1,4,6.993,19,gender_female,smoker_no,Finance,2018Jan16,T2,,126
Control,0.4,0.1,-0.4,0.1,5,6.345,19,gender_female,smoker_no,Finance,2018Jan16,T2,,126
Experiment,0.4,0.3,0.4,0.1,3,7.229,19,gender_female,smoker_no,Finance,2018Jan16,T2,,126
Experiment,0.3,0.3,0.3,0.1,4,5.637,19,gender_female,smoker_no,Finance,2018Jan16,T2,,126
Experiment,0.1,0.04,0.1,0.1,4,8.622,19,gender_female,smoker_no,Finance,2018Jan16,T2,,126
Diversion,0.4,0.1,0.4,0.3,5,3.498,19,gender_female,smoker_no,Finance,2018Jan16,T2,,126
Diversion,0.4,0.1,0.4,0.3,5,3.263,19,gender_female,smoker_no,Finance,2018Jan16,T2,,126
Control,0.4,0.1,-0.4,0.1,3,6.795,19,gender_female,smoker_no,Finance,2018Jan16,T2,,126
Experiment,-0.4,0.3,-0.4,0.1,4,7.611,19,gender_female,smoker_no,Finance,2018Jan16,T2,,126
Experiment,0.2,0.3,0.2,0.1,4,10.2,19,gender_female,smoker_no,Finance,2018Jan16,T2,,126
Experiment,0.0,0.3,0.0,0.1,3,6.03,19,gender_female,smoker_no,Finance,2018Jan16,T2,,126
Experiment,-0.3,0.04,-0.3,0.1,4,5.815,19,gender_female,smoker_no,Finance,2018Jan16,T2,,126
Control,0.4,0.1,-0.4,0.1,4,6.967,19,gender_female,smoker_no,Finance,2018Jan16,T2,,126
Experiment,-0.3,0.3,-0.3,0.1,3,6.69,19,gender_female,smoker_no,Finance,2018Jan16,T2,,126
Experiment,-0.4,0.04,-0.4,0.1,4,6.826,19,gender_female,smoker_no,Finance,2018Jan16,T2,,126
Diversion,0.4,0.1,0.4,0.3,5,4.137,19,gender_female,smoker_no,Finance,2018Jan16,T2,,126
Experiment,0.1,0.3,0.1,0.1,4,8.429,19,gender_female,smoker_no,Finance,2018Jan16,T2,,126
Experiment,0.4,0.04,0.4,0.1,4,4.9,19,gender_female,smoker_no,Finance,2018Jan16,T2,,126
Experiment,-0.1,0.04,-0.1,0.1,4,7.434,19,gender_female,smoker_no,Finance,2018Jan16,T2,,126
Experiment,-0.1,0.3,-0.1,0.1,4,8.856,19,gender_female,smoker_no,Finance,2018Jan16,T2,,126
Experiment,0.0,0.3,0.0,0.1,4,9.055,19,gender_female,smoker_no,Finance,2018Jan16,T2,,126
Experiment,0.0,0.04,0.0,0.1,5,8.916,19,gender_female,smoker_no,Finance,2018Jan16,T2,,126
Experiment,0.1,0.3,0.1,0.1,4,7.513,19,gender_female,smoker_no,Law and Commerce,2018Jan16,T2,,127
Experiment,-0.4,0.04,-0.4,0.1,4,11.028,19,gender_female,smoker_no,Law and Commerce,2018Jan16,T2,,127
Experiment,-0.1,0.3,-0.1,0.1,3,7.08,19,gender_female,smoker_no,Law and Commerce,2018Jan16,T2,,127
Experiment,0.1,0.04,0.1,0.1,3,10.143,19,gender_female,smoker_no,Law and Commerce,2018Jan16,T2,,127
Control,0.0,0.1,-0.1,0.1,3,11.118,19,gender_female,smoker_no,Law and Commerce,2018Jan16,T2,,127
Experiment,0.0,0.3,0.0,0.1,4,9.147,19,gender_female,smoker_no,Law and Commerce,2018Jan16,T2,,127
Experiment,-0.2,0.04,-0.2,0.1,3,10.933,19,gender_female,smoker_no,Law and Commerce,2018Jan16,T2,,127
Experiment,0.0,0.04,0.0,0.1,4,9.145,19,gender_female,smoker_no,Law and Commerce,2018Jan16,T2,,127
Experiment,-0.1,0.04,-0.1,0.1,4,10.509,19,gender_female,smoker_no,Law and Commerce,2018Jan16,T2,,127
Experiment,0.4,0.3,0.4,0.1,3,13.175,19,gender_female,smoker_no,Law and Commerce,2018Jan16,T2,,127
Diversion,0.0,0.1,0.0,0.3,5,4.079,19,gender_female,smoker_no,Law and Commerce,2018Jan16,T2,,127
Experiment,0.2,0.3,0.2,0.1,4,10.401,19,gender_female,smoker_no,Law and Commerce,2018Jan16,T2,,127
Experiment,0.4,0.04,0.4,0.1,3,11.209,19,gender_female,smoker_no,Law and Commerce,2018Jan16,T2,,127
Control,0.0,0.1,-0.1,0.1,3,12.58,19,gender_female,smoker_no,Law and Commerce,2018Jan16,T2,,127
Control,0.0,0.1,-0.1,0.1,4,11.303,19,gender_female,smoker_no,Law and Commerce,2018Jan16,T2,,127
Control,0.0,0.1,-0.1,0.1,3,10.229,19,gender_female,smoker_no,Law and Commerce,2018Jan16,T2,,127
Experiment,0.3,0.04,0.3,0.1,3,13.469,19,gender_female,smoker_no,Law and Commerce,2018Jan16,T2,,127
Experiment,0.3,0.3,0.3,0.1,3,12.665,19,gender_female,smoker_no,Law and Commerce,2018Jan16,T2,,127
Experiment,-0.3,0.04,-0.3,0.1,2,12.29,19,gender_female,smoker_no,Law and Commerce,2018Jan16,T2,,127
Experiment,-0.3,0.3,-0.3,0.1,3,12.988,19,gender_female,smoker_no,Law and Commerce,2018Jan16,T2,,127
Experiment,0.0,0.04,0.0,0.1,4,12.674,19,gender_female,smoker_no,Law and Commerce,2018Jan16,T2,,127
Control,0.0,0.1,-0.1,0.1,3,10.639,19,gender_female,smoker_no,Law and Commerce,2018Jan16,T2,,127
Diversion,0.0,0.1,0.0,0.3,5,3.77,19,gender_female,smoker_no,Law and Commerce,2018Jan16,T2,,127
Experiment,0.0,0.3,0.0,0.1,2,9.739,19,gender_female,smoker_no,Law and Commerce,2018Jan16,T2,,127
Experiment,-0.2,0.3,-0.2,0.1,2,11.741,19,gender_female,smoker_no,Law and Commerce,2018Jan16,T2,,127
Experiment,-0.4,0.3,-0.4,0.1,3,12.983,19,gender_female,smoker_no,Law and Commerce,2018Jan16,T2,,127
Diversion,0.0,0.1,0.0,0.3,5,3.958,19,gender_female,smoker_no,Law and Commerce,2018Jan16,T2,,127
Experiment,0.2,0.04,0.2,0.1,4,11.845,19,gender_female,smoker_no,Law and Commerce,2018Jan16,T2,,127
Experiment,-0.1,0.3,-0.1,0.1,3,4.138,25,gender_female,smoker_no,Economics,2018Jan16,T2,,128
Control,0.0,0.1,0.2,0.1,3,3.89,25,gender_female,smoker_no,Economics,2018Jan16,T2,,128
Experiment,-0.2,0.04,-0.2,0.1,3,10.635,25,gender_female,smoker_no,Economics,2018Jan16,T2,,128
Experiment,-0.3,0.04,-0.3,0.1,4,9.349,25,gender_female,smoker_no,Economics,2018Jan16,T2,,128
Experiment,0.4,0.3,0.4,0.1,4,7.94,25,gender_female,smoker_no,Economics,2018Jan16,T2,,128
Diversion,0.0,0.1,0.0,0.3,5,2.713,25,gender_female,smoker_no,Economics,2018Jan16,T2,,128
Experiment,0.0,0.04,0.0,0.1,3,6.238,25,gender_female,smoker_no,Economics,2018Jan16,T2,,128
Control,0.0,0.1,0.2,0.1,4,5.9,25,gender_female,smoker_no,Economics,2018Jan16,T2,,128
Experiment,0.2,0.3,0.2,0.1,3,7.11,25,gender_female,smoker_no,Economics,2018Jan16,T2,,128
Diversion,0.0,0.1,0.0,0.3,5,2.836,25,gender_female,smoker_no,Economics,2018Jan16,T2,,128
